hA,hB,bankA,bankB,shA,shB,turn,to_move,value
5,5,2,0,0,3,7,0,0.000000
5,5,2,0,0,4,5,0,0.128249
5,5,2,0,0,4,7,0,0.000000
5,5,2,0,0,5,7,0,0.000000
5,5,2,0,0,6,7,0,0.000000
5,5,2,0,0,7,7,0,0.000000
5,5,2,0,1,0,4,1,0.087100
5,5,2,0,1,0,6,1,0.000050
5,5,2,0,2,0,6,1,0.000042
5,5,2,0,3,0,6,1,0.000004
5,5,2,0,4,0,6,1,0.010189
5,5,2,1,0,0,4,1,-0.134957
5,5,2,1,0,0,5,0,0.820622
5,5,2,1,0,0,6,1,0.000000
5,5,2,1,0,0,7,0,0.119400
5,5,2,1,0,1,5,0,0.000002
5,5,2,1,0,1,7,0,0.039800
5,5,2,1,0,2,5,0,0.000001
5,5,2,1,0,2,7,0,0.000000
5,5,2,1,0,3,5,0,0.000015
5,5,2,1,0,3,7,0,0.000000
5,5,2,1,0,4,7,0,0.000000
5,5,2,1,0,5,7,0,0.000000
5,5,2,1,0,6,7,0,0.000000
5,5,2,1,1,0,4,1,0.000010
5,5,2,1,1,0,6,1,0.000000
5,5,2,1,2,0,6,1,0.000000
5,5,2,1,3,0,6,1,0.000000
5,5,2,1,4,0,6,1,0.000000
5,5,2,2,0,0,4,1,-0.068278
5,5,2,2,0,0,5,0,0.321341
5,5,2,2,0,0,6,1,-0.001670
5,5,2,2,0,0,7,0,0.119400
5,5,2,2,0,1,5,0,-0.265506
5,5,2,2,0,1,7,0,0.039800
5,5,2,2,0,2,5,0,-0.114384
5,5,2,2,0,2,7,0,0.000000
5,5,2,2,0,3,7,0,0.000000
5,5,2,2,0,4,7,0,0.000000
5,5,2,2,0,5,7,0,0.000000
5,5,2,2,1,0,4,1,-0.018491
5,5,2,2,1,0,6,1,0.000003
5,5,2,2,2,0,6,1,0.000004
5,5,2,2,3,0,6,1,0.000001
5,5,2,2,4,0,6,1,0.000011
5,5,2,3,0,0,5,0,-0.016714
5,5,2,3,0,0,6,1,-0.994988
5,5,2,3,0,0,7,0,0.119400
5,5,2,3,0,1,5,0,-0.284177
5,5,2,3,0,1,7,0,0.039800
5,5,2,3,0,2,7,0,0.000000
5,5,2,3,0,3,7,0,0.000000
5,5,2,3,0,4,7,0,0.000000
5,5,2,3,1,0,6,1,0.043263
5,5,2,3,2,0,6,1,0.000051
5,5,2,3,3,0,6,1,0.000012
5,5,2,3,4,0,6,1,0.000002
5,5,2,4,0,0,5,0,0.040401
5,5,2,4,0,0,7,0,0.119400
5,5,2,4,0,1,7,0,0.039800
5,5,2,4,0,2,7,0,0.000000
5,5,2,4,0,3,7,0,0.000000
5,5,2,4,1,0,6,1,-0.969197
5,5,2,4,2,0,6,1,0.010985
5,5,2,4,3,0,6,1,0.002001
5,5,2,4,4,0,6,1,0.000016
5,5,3,0,0,0,4,1,0.977487
5,5,3,0,0,0,6,1,0.000074
5,5,3,0,0,0,7,0,0.199000
5,5,3,0,0,1,7,0,0.099500
5,5,3,0,0,2,5,0,0.975670
5,5,3,0,0,2,7,0,0.033167
5,5,3,0,0,3,5,0,0.357123
5,5,3,0,0,3,7,0,0.000000
5,5,3,0,0,4,5,0,0.390273
5,5,3,0,0,4,7,0,0.000000
5,5,3,0,0,5,7,0,0.000000
5,5,3,0,0,6,7,0,0.000000
5,5,3,0,0,7,7,0,0.000000
5,5,3,0,1,0,6,1,0.000052
5,5,3,0,2,0,6,1,0.026632
5,5,3,0,3,0,6,1,0.025860
5,5,3,1,0,0,4,1,0.000021
5,5,3,1,0,0,6,1,0.000001
5,5,3,1,0,0,7,0,0.199000
5,5,3,1,0,1,5,0,0.985740
5,5,3,1,0,1,7,0,0.099500
5,5,3,1,0,2,5,0,0.000001
5,5,3,1,0,2,7,0,0.033167
5,5,3,1,0,3,5,0,0.000016
5,5,3,1,0,3,7,0,0.000000
5,5,3,1,0,4,7,0,0.000000
5,5,3,1,0,5,7,0,0.000000
5,5,3,1,0,6,7,0,0.000000
5,5,3,1,1,0,6,1,0.000000
5,5,3,1,2,0,6,1,0.000001
5,5,3,1,3,0,6,1,0.000000
5,5,3,2,0,0,4,1,-0.035929
5,5,3,2,0,0,5,0,0.993764
5,5,3,2,0,0,6,1,-0.112352
5,5,3,2,0,0,7,0,0.199000
5,5,3,2,0,1,5,0,0.598327
5,5,3,2,0,1,7,0,0.099500
5,5,3,2,0,2,5,0,-0.087968
5,5,3,2,0,2,7,0,0.033167
5,5,3,2,0,3,7,0,0.000000
5,5,3,2,0,4,7,0,0.000000
5,5,3,2,0,5,7,0,0.000000
5,5,3,2,1,0,6,1,0.000004
5,5,3,2,2,0,6,1,0.000001
5,5,3,2,3,0,6,1,0.000016
5,5,3,3,0,0,5,0,0.504189
5,5,3,3,0,0,6,1,-0.265894
5,5,3,3,0,0,7,0,0.199000
5,5,3,3,0,1,5,0,-0.003918
5,5,3,3,0,1,7,0,0.099500
5,5,3,3,0,2,7,0,0.033167
5,5,3,3,0,3,7,0,0.000000
5,5,3,3,0,4,7,0,0.000000
5,5,3,3,1,0,6,1,0.000005
5,5,3,3,2,0,6,1,0.000013
5,5,3,3,3,0,6,1,0.000002
5,5,3,4,0,0,5,0,0.158559
5,5,3,4,0,0,6,1,-0.994997
5,5,3,4,0,0,7,0,0.199000
5,5,3,4,0,1,7,0,0.099500
5,5,3,4,0,2,7,0,0.911243
5,5,3,4,0,3,7,0,0.000000
5,5,3,4,1,0,6,1,0.064686
5,5,3,4,2,0,6,1,-0.000611
5,5,3,4,3,0,6,1,0.000023
5,5,4,0,0,0,6,1,0.062892
5,5,4,0,0,1,7,0,0.612699
5,5,4,0,0,2,7,0,0.390742
5,5,4,0,0,3,7,0,0.028429
5,5,4,0,0,4,7,0,0.000000
5,5,4,0,0,5,7,0,0.000000
5,5,4,0,0,6,7,0,0.000000
5,5,4,0,0,7,7,0,0.000000
5,5,4,0,1,0,6,1,0.283941
5,5,4,0,2,0,6,1,0.287788
5,5,4,1,0,0,6,1,0.000001
5,5,4,1,0,0,7,0,0.665430
5,5,4,1,0,1,7,0,0.529482
5,5,4,1,0,2,7,0,0.085286
5,5,4,1,0,3,7,0,0.204514
5,5,4,1,0,4,7,0,0.000000
5,5,4,1,0,5,7,0,0.000000
5,5,4,1,0,6,7,0,0.000000
5,5,4,1,1,0,6,1,0.000001
5,5,4,1,2,0,6,1,0.000001
5,5,4,2,0,0,6,1,-0.147605
5,5,4,2,0,0,7,0,0.593692
5,5,4,2,0,1,7,0,0.170571
5,5,4,2,0,2,7,0,0.435181
5,5,4,2,0,3,7,0,0.310557
5,5,4,2,0,4,7,0,0.000000
5,5,4,2,0,5,7,0,0.000000
5,5,4,2,1,0,6,1,0.000002
5,5,4,2,2,0,6,1,0.000019
5,5,4,3,0,0,6,1,-0.262046
5,5,4,3,0,0,7,0,0.284286
5,5,4,3,0,1,7,0,0.529482
5,5,4,3,0,2,7,0,0.573150
5,5,4,3,0,3,7,0,0.744617
5,5,4,3,0,4,7,0,0.000000
5,5,4,3,1,0,6,1,-0.220117
5,5,4,3,2,0,6,1,0.000004
5,5,4,4,0,0,6,1,-0.312150
5,5,4,4,0,0,7,0,0.593692
5,5,4,4,0,1,7,0,0.612699
5,5,4,4,0,2,7,0,0.978046
5,5,4,4,0,3,7,0,0.991504
5,5,4,4,1,0,6,1,-0.477474
5,5,4,4,2,0,6,1,0.000031
